momentID,momentVehicleClassLower,momentVehicleClass,momentType,momentVehicle,momentVehicleTop,momentAdditional,momentIn,momentOut,momentDuration,momentDurationTop,movieID,movieName,movieYear,movieActor,movieDuration,inVehicleDuration,inVehicleFraction,movieDescription,momentDurationStacked
M07V01,car,Car,land-based,Triumph Stag MK1,0_Other,driver,926,957,31,31,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",31
M07V02,hovercraft,Hovercraft,land-based,"SR -N4, 'Princess Margaret'",0_Other,operated by Seaspeed,957,971,14,14,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",45
M07V03,car,Car,land-based,Triumph Stag MK1,0_Other,driver,1022,1036,14,14,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",59
M07V04,airplane,Airplane,air-based,Lufthansa LH450 Boeing 707-430,0_Other,,1569,1599,30,30,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",89
M07V05,car,Car,land-based,Cadillac Superior Sovereign Landaulet Hearse,0_Other,passenger,1704,1751,47,47,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",136
M07V06,car,Car,land-based,1971 Ford Galaxie 500,0_Other,driver,2996,3016,20,20,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",156
M07V07,car,Car,land-based,Ford Mustang Mach 1,0_Other,passenger,3147,3206,59,59,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",215
M07V08,car,Car,land-based,Ford Ecoline van,0_Other,passenger,3242,3397,155,155,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",370
M07V09,car,Car,land-based,Moon Buggy ,0_Other,chased,3586,3750,164,164,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",534
M07V10,motorcycle,Motorcycle,land-based,Honda US90 Three Wheeler,0_Other,,3763,3785,22,22,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",556
M07V11,car,Car,land-based,Ford Mustang Mach 1 ,0_Other,chased,3790,4082,292,292,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",848
M07V12,car,Car,land-based,Ford Thunderbird,0_Other,trunk,4743,4803,60,60,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",908
M07V13,car,Car,land-based,Ford Custom 500,0_Other,passenger,5084,5089,5,5,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",913
M07V15,boat,Boat,water-based,P&O SS Canberra Cruise Ship,0_Other,,6854,7195,341,341,M07,Diamonds Are Forever,1971,Sean Connery,7200,1313,18%,"Despite the return of Sean Connery, this movie is not exactly a fan favorite. Some noteworthy vehicles are the Cadillac hearse, and Honda US90 Three Wheelers, and of course the Moon Buggy!",1313
M08V01,airplane,Airplane,air-based,Pan American Boeing 747-121,0_Other,,751,786,35,35,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",35
M08V02,car,Car,land-based,1973 Chevrolet Bel Air,0_Other,"taxi, passenger, crashed",811,953,142,142,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",177
M08V03,car,Car,land-based,Checker Marathon,0_Other,"taxi, passenger, chasing",1246,1334,88,88,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",265
M08V04,car,Car,land-based,1973 Chevrolet Impala Sport Coupé,0_Other,passenger,1697,1730,33,33,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",298
M08V05,car,Car,land-based,1972 Leyland Mini Moke YDO18 buggy,0_Other,passenger,2354,2362,8,8,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",306
M08V06,boat,Boat,water-based,Quarrel Jr.'s motor boat,0_Other,,2376,2549,173,173,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",479
M08V07,car,Car,land-based,1963 Chevrolet Impala convertible,0_Other,driver,2594,2633,39,39,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",518
M08V08,airplane,Airplane,air-based,Kite,0_Other,attached to Quarrel Jr.'s boat,2814,2894,80,80,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",598
M08V09,airplane,Airplane,air-based,Kite,0_Other,,2894,2936,42,42,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",640
M08V10,bus,Bus,land-based,AEC Regent RT-type double-decker bus ,0_Other,chased,3534,3653,119,119,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",759
M08V11,bus,Bus,land-based,AEC Regent RT-type double-decker bus ,0_Other,"chased, top half removed",3653,3688,35,35,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",794
M08V12,boat,Boat,water-based,Quarrel Jr.'s motor boat,0_Other,,3694,3782,88,88,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",882
M08V13,car,Car,land-based,1973 Chevrolet Impala,0_Other,"taxi, passenger",3794,3855,61,61,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",943
M08V14,airplane,Airplane,air-based,Cessna 140 N77029 ,0_Other,chased,3909,4026,117,117,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",1060
M08V15,car,Car,land-based,1973 Chevrolet Impala,0_Other,"taxi, passenger",4114,4125,11,11,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",1071
M08V16,car,Car,land-based,1973 Chevrolet Impala custom coupé,0_Other,passenger,4769,4803,34,34,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",1105
M08V17,boat,Boat,water-based,Glastron GT-150 ,0_Other,chased,5165,5478,313,313,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",1418
M08V18,boat,Boat,water-based,Glastron CV-19 ,0_Other,chased,5482,5968,486,486,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",1904
M08V19,boat,Boat,water-based,Quarrel Jr.'s motor boat,0_Other,,6051,6069,18,18,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",1922
M08V20,boat,Boat,water-based,Inflatable boat,0_Other,,6069,6085,16,16,M08,Live and Let Die,1973,Roger Moore,7260,2207,30%,"Roger Moore's Bond spends the most time in vehicles of all the actors. Live and Let Die has some excellent vehicle chases, such as the high-speed boat chase, and the double-decker bus which sees its top half ripped off.",1938
M09V01,car,Car,land-based,Taxi,0_Other,"taxi, passenger",1194,1199,5,5,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2212
M09V02,rickshaw,Rickshaw,land-based,Rickshaw,0_Other,passenger,1299,1312,13,13,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2225
M09V03,boat,Boat,water-based,1972 Hydrofoil 'Flying Sandpiper',0_Other,,1538,1586,48,48,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2273
M09V04,car,Car,land-based,Taxi,0_Other,"taxi, passenger",1608,1614,6,6,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2279
M09V05,car,Car,land-based,MGB,0_Other,passenger,1641,1656,15,15,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2294
M09V06,car,Car,land-based,Police Car Mercedes,0_Other,passenger,2186,2220,34,34,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2328
M09V07,boat,Boat,water-based,Police boat,0_Other,,2236,2376,140,140,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2468
M09V08,boat,Boat,water-based,RMS Queen Elizabeth,0_Other,wreckage,2376,2645,269,269,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2737
M09V09,car,Car,land-based,Mercedes-Benz 220 W115,0_Other,passenger,2874,2881,7,7,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2744
M09V10,car,Car,land-based,Mercedes-Benz 220 W115,0_Other,passenger,2932,2963,31,31,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",2775
M09V11,boat,Boat,water-based,Home-made motor boat ,0_Other,chased,3529,3803,274,274,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",3049
M09V12,car,Car,land-based,Mercedes-Benz 220 W115 ,0_Other,driver,4851,4866,15,15,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",3064
M09V13,car,Car,land-based,AMC Hornet ,0_Other,"driver, chasing, with Sgt. J.W. Pepper",4897,5286,389,389,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",3453
M09V14,boat,Boat,water-based,RMS Queen Elizabeth,0_Other,wreckage,5466,5554,88,88,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",3541
M09V15,airplane,Airplane,air-based,Republic RC-3 Seabee,0_Other,amfibious,5554,5723,169,169,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",3710
M09V16,boat,Boat,water-based,Scaramanga's Junk,0_Other,,7091,7497,406,406,M09,The Man with the Golden Gun,1974,Roger Moore,7500,1896,25%,"Moore's second Bond movie continuous the trope of ending on a boat, this time on Scaramanga's junk. Also worth noting are the incredible AMC Hornet corkscrew jump stunt, and the RMS Queen Elizabeth used as MI6's headquarters.",4116
M10V03,helicopter,Helicopter,air-based,Westland WS-61 Sea King HAS2A,0_Other,,729,753,24,24,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",4262
M10V04,boat,Boat,water-based,HMS Fearless (L10),0_Other,,753,915,162,162,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",4424
M10V05,animal,Animal,land-based,Dromedary,0_Other,,1236,1273,37,37,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",4461
M10V06,car,Car,land-based,Leyland Sherpa van,0_Other,passenger,2309,2412,103,103,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",4564
M10V07,car,Car,land-based,Leyland Sherpa van,0_Other,passenger,2644,2800,156,156,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",4720
M10V08,boat,Boat,water-based,Egyptian barge,0_Other,,2847,3048,201,201,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",4921
M10V10,car,Car,land-based,Horse-drawn carriage,0_Other,,3670,3688,18,18,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",5260
M10V11,car,Car,land-based,"Lotus Esprit S1 ""Wet Nellie""",0_Other,,3745,3768,23,23,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",5283
M10V12,boat,Boat,water-based,Intermarine Cigarette 37,0_Other,,3875,3930,55,55,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",5338
M10V13,car,Car,land-based,"Lotus Esprit S1 ""Wet Nellie""",0_Other,chased,4199,4494,295,295,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",5633
M10V14,car,Car,land-based,"Lotus Esprit S1 ""Wet Nellie""",0_Other,"chased, submerged",4494,4784,290,290,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",5923
M10V15,helicopter,Helicopter,air-based,Westland WS-58 Wessex HU5 ,0_Other,hanging on,4961,4977,16,16,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",5939
M10V16,submarine,Submarine,water-based,USS Wayne,0_Other,,4977,5369,392,392,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",6331
M10V17,boat,Boat,water-based,Liparus specialized supertanker,0_Other,,5369,6557,1188,1188,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",7519
M10V18,submarine,Submarine,water-based,USS Wayne,0_Other,,6557,6852,295,295,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",7814
M10V19,wetbike,Wetbike,water-based,Spirit Marine,0_Other,,6852,6879,27,27,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",7841
M10V20,boat,Boat,water-based,Escape pod,0_Other,,7254,7431,177,177,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",8018
M10V21,boat,Boat,water-based,HMS Fearless (L10),0_Other,,7431,7530,99,99,M10,The Spy Who Loved Me,1977,Roger Moore,7500,3974,53%,"This movie spends more than half of its runtime in vehicles. The Lotus Esprit S1 (""Wet Nellie""), the USS Wayne submarine, Stromberg's supertanker, skis, and even a dromedary. And don't forget the stunning opening parachute stunt!",8117
M11V01,airplane,Airplane,air-based,Handley Page HP-137 Jetstream 1,0_Other,Apollo Airways,151,221,70,70,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8187
M11V03,helicopter,Helicopter,air-based,Bell 206 JetRanger,0_Other,,693,839,146,146,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8359
M11V04,car,Car,land-based,Astronaut training centrifuge,0_Other,,1164,1417,253,253,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8612
M11V05,car,Car,land-based,1930s Hispano Suiza,0_Other,passenger,1780,1814,34,34,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8646
M11V06,car,Car,land-based,1930s Hispano Suiza,0_Other,passenger,1912,1921,9,9,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8655
M11V07,boat,Boat,water-based,Venetian gondola,0_Other,,2022,2034,12,12,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8667
M11V08,boat,Boat,water-based,Venetian gondola ,0_Other,chased,2273,2437,164,164,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8831
M11V09,boat,Boat,water-based,Venetian gondola ,0_Other,hovercraft version,2437,2477,40,40,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8871
M11V10,airplane,Airplane,air-based,Air France Aérospatiale-BAC Concorde 101,0_Other,,3360,3378,18,18,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8889
M11V11,car,Car,land-based,Rolls-Royce Silver Shadow I LWB,0_Other,passenger,3386,3415,29,29,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",8918
M11V12,cable car,Cable car,land-based,Sugarloaf Rio de Janeiro,0_Other,,3926,4127,201,201,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",9119
M11V13,car,Car,land-based,Chevrolet Veraneio ambulance,0_Other,passenger,4266,4354,88,88,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",9207
M11V15,boat,Boat,water-based,Glastron Carlson CV23HT ,0_Other,chased,4572,4762,190,190,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",9422
M11V16,paraglider,Paraglider,air-based,Paraglider,0_Other,,4762,4815,53,53,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",9475
M11V17,car,Car,land-based,Cargo trolley,0_Other,,5433,5466,33,33,M11,Moonraker,1979,Roger Moore,7560,3460,46%,"The movie with the second-highest fraction of in-vehicle time spends a lot of time in space, both in the Moonraker shuttle and in Hugo Drax's space station. But don't forget the famous Venetian gondola scenes!",9508
